t,R,D_eff,M_tau,R_ok,D_ok,M_ok,Pi_window,Access_all,dataset,subject,condition,eyes,recording,filename,band
21.052,0.10047936975148859,8.238944680093576,0.004081767863955194,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
22.556,0.08751674442791334,7.803473657464209,0.0020985179815074637,False,True,True,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
24.06,0.11210814810265525,9.842377464782743,0.0029676064844716605,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
25.564,0.11997065202215332,9.80764707331126,0.0025346100551651516,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
27.068,0.11265543194823262,11.190273249959592,0.002186955444343061,True,False,True,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
28.572,0.10325695279634321,11.028434034140814,0.002223343195992101,True,False,True,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
30.076,0.09977961242865979,9.963000274264479,0.0019264995165177172,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
31.58,0.08961950979694015,9.872656737398623,0.0015632959404103183,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
33.084,0.0926384332974986,8.053161352292392,0.0024569840452189694,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
34.588,0.09881606043321212,7.3767319048617415,0.0029407793384171725,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
36.092,0.10270330968489338,9.781737831843067,0.0026395967664836727,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
37.596,0.1132392852664054,8.604613287538182,0.0019577538223128623,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
39.1,0.10339601185965144,8.928104471646513,0.0019615856533181345,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
40.604,0.08753163889095734,10.329134340958833,0.0020199649603346703,False,True,False,0.3333333333333333,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
42.108,0.10028672069216964,8.940734744850845,0.00339198298616091,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
43.612,0.11180952017057816,9.217821933020021,0.0033558943787247047,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
45.116,0.12003889373431915,9.2370749082176,0.003431162685282164,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
46.62,0.11836420433004123,10.405826546224343,0.0036857107454980774,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
48.124,0.08761306847187257,8.868208967952208,0.002114029025158042,False,True,True,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
49.628,0.08273489621763871,8.998153134593636,0.0016350051363023797,False,True,False,0.3333333333333333,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
51.132,0.10835369232978845,9.634508037627667,0.0024692038546070758,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
52.636,0.09789540265028653,8.949888722917022,0.0028447573750457287,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
54.14,0.08121421327838654,8.239303949177224,0.0018683484858615642,False,True,False,0.3333333333333333,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
55.644,0.09703215411805143,8.459172190374272,0.0017340916860968025,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
57.148,0.09491910518065924,9.955859645745996,0.0012902789087531963,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
58.652,0.11040703743120411,9.94265851568944,0.0026531415481768836,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
60.156,0.10506936449952055,10.138294929278858,0.003755064153344437,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
61.66,0.09265432143532254,9.5538226088156,0.0026955839403162104,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
63.164,0.0900833875547799,8.444008931489602,0.0018185604516546858,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
64.668,0.07991707832356487,8.342809617713257,0.0013388198910878368,False,True,False,0.3333333333333333,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
66.172,0.10130303770867415,9.788884239216364,0.003255879840738294,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
67.676,0.09989701502089819,9.736413713069645,0.003094134477965237,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
69.18,0.0902826221345266,10.063515431263127,0.001489269975450948,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
70.684,0.1023263116845382,9.179087668530503,0.002001365417246852,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
72.188,0.11218648345705283,10.623548907000629,0.003119219894851022,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
73.692,0.10262449287373775,10.357818664714753,0.0027519271459334866,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
75.196,0.10760650848191566,10.406834901946672,0.0026212584282807217,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
76.7,0.11367046503070972,11.066181181710318,0.003604349173075957,True,False,True,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
78.204,0.10059975585649018,10.67310337652519,0.003010081439737176,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
79.708,0.0887332664527657,9.59096771870925,0.002076999114684613,False,True,True,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
81.212,0.08133363991821972,9.970000526445899,0.0018710388199051102,False,True,False,0.3333333333333333,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
82.716,0.0824471063224471,9.868214050119667,0.0016452836321328853,False,True,False,0.3333333333333333,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
84.22,0.08276217205418208,11.318882222596535,0.0018720331716535709,False,False,False,0.0,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
85.724,0.10419549574734943,9.55804708806326,0.002797585287863985,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
87.228,0.12454376548221577,8.399536963051418,0.0026207756419128108,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
88.732,0.10689104833804769,9.906907906983314,0.0027326688064878628,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
90.236,0.10622393533286731,12.47251094379576,0.004506355650784728,True,False,True,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
91.74,0.1153380484005246,9.499258773818138,0.0046846931059452025,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
93.244,0.09664851186075657,9.056699688078607,0.0031374378250502346,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
94.748,0.10455100303516027,9.101634449203113,0.0035106987379497447,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
96.252,0.10765391701993923,10.136028258846263,0.0023474261965483693,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
97.756,0.0932873508956065,8.9501176668737,0.0016451778556112581,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
99.26,0.09001500173609524,9.127541031439414,0.0017723714229611318,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
100.764,0.10225439702244453,10.14550413505653,0.002926761293364198,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
102.268,0.12289586792527332,9.387902215975574,0.0052304575125131795,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
103.772,0.1822568090502911,8.974739901360351,0.007659133149378015,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
105.276,0.16587680427857315,9.365803167235548,0.007879039957228844,True,True,False,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
106.78,0.12874531078585394,10.386038022400822,0.0052925824314737505,True,True,True,1.0,1,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
108.284,0.12135521853303745,11.539097107887697,0.00502849025229087,True,False,True,0.6666666666666666,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
109.788,0.08805092628474703,9.929732875940722,0.0011840073644558042,False,True,False,0.3333333333333333,0,FarnesKetamine,300,ketamine,closed,7,300_20161214_0007eyesClosed_afterICA.set,alpha
1.5,0.1255403234234587,6.767090131439941,0.004187071560075526,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
3.004,0.12105430999283204,7.210308731092656,0.005591143078429966,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
4.508,0.09853225100949849,8.05767272473234,0.00400790144708953,False,False,True,0.3333333333333333,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
6.012,0.09017736437902757,6.996359299014287,0.0019821481888885155,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
7.516,0.1216563123947029,6.657423069862448,0.002113147391416526,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
9.02,0.1428187328639774,6.664934643338799,0.0019898057255536426,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
10.524,0.14225562624539398,7.685758868695738,0.0021724125378003397,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
12.028,0.14292172774893966,7.49310769726415,0.0025825532562896453,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
13.532,0.1166637326470307,8.094136295746756,0.003429180991164575,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
15.036,0.12488544950543648,7.062353455622374,0.003779425744320134,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
16.54,0.15443225770962374,4.838305201803024,0.0031015838752835594,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
18.044,0.1211463858127194,5.0679797204996095,0.0034263638014917024,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
19.548,0.1300469855869238,5.470853995646776,0.0038892505084056938,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
21.052,0.14425774491777307,5.659228510683827,0.0034267607524210205,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
22.556,0.11090180564000793,5.093278673949897,0.003284848336402861,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
24.06,0.09339527566623924,7.857120081277825,0.0028043615415876094,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
25.564,0.13352196444314737,8.001126246954557,0.004384048496252176,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
27.068,0.16219874289860095,5.185272384159777,0.0037681747202611944,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
28.572,0.13140966273647262,6.686832141710432,0.004129435509209698,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
30.076,0.15030983216383528,7.241191809797614,0.004565470220208994,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
31.58,0.17096224072041502,4.97564793771487,0.002194532847219737,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
33.084,0.1486796988100628,3.514389007516917,0.0010049087278581283,True,False,False,0.3333333333333333,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
34.588,0.13243442683948325,5.878304916202592,0.0020797369538798787,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
36.092,0.10703179555432786,6.686645042850707,0.0021714528094537843,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
37.596,0.10122959772597985,4.075196488974913,0.0012095322057972297,False,False,False,0.0,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
39.1,0.13380031387554756,6.033365400020251,0.0032860342169896434,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
40.604,0.13651969627012608,7.748138305989796,0.0031354464165083843,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
42.108,0.10688376422150501,6.038248764403063,0.0026150834411486023,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
43.612,0.10720977921540924,4.973048202900178,0.003771850314133746,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
45.116,0.1013740152983407,5.749368878448226,0.0028183141912338718,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
46.62,0.11096106404766336,6.175386054553268,0.002570493491376714,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
48.124,0.15383619465580461,7.041783965657606,0.0026818140623528384,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
49.628,0.13756231944676156,7.19339874119822,0.0041923707952818854,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
51.132,0.1419422358785128,6.749296260035432,0.004632291121789199,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
52.636,0.15607754243706334,8.08360298502278,0.003127485332679952,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
54.14,0.13726804106267645,8.665250846013995,0.002620195430483755,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
55.644,0.12714895504391371,7.986936809844843,0.0025385016307828694,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
57.148,0.13265652032734246,4.357852512936303,0.0026842112457984295,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
58.652,0.14419505072435873,5.728432121644206,0.002212045738649822,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
60.156,0.12377121639766157,6.473406046537887,0.0018703677733193892,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
61.66,0.12407776001286895,5.414370153105737,0.002282284703689714,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
63.164,0.15490176569922773,5.461935994860163,0.004515917717406698,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
64.668,0.1896440502247104,7.232816104557264,0.00466715519754247,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
66.172,0.15441787723619463,7.220047818384143,0.005677903551080784,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
67.676,0.10766221815631896,6.777527527478457,0.0032581374242044107,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
69.18,0.12015426126766361,7.28642717946565,0.00328895832505284,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
70.684,0.15459385889037092,6.446047011644477,0.004624276289481198,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
72.188,0.15351339230372485,5.1670589740196045,0.004968978436100935,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
73.692,0.1397814057643854,5.495752654100699,0.004710647635790082,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
75.196,0.1504854850538292,5.909101364773854,0.0030628175903291404,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
76.7,0.1432127021344026,4.945972541480703,0.0016652181444654103,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
78.204,0.1161174304741434,6.151956338720831,0.0027490885146159686,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
79.708,0.09838972580686137,4.514118409492426,0.0023752691941922688,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
81.212,0.08863133168625008,3.5031152495550946,0.0019487767107764183,False,False,True,0.3333333333333333,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
82.716,0.07588999880516267,3.7322433445719416,0.0014763746346918112,False,False,False,0.0,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
84.22,0.1209138708705428,5.007966995199676,0.004856062345979661,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
85.724,0.14156489316050322,6.058794899282691,0.005502819612046297,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
87.228,0.09969452225387417,4.878097190091713,0.0042234062288038915,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
88.732,0.10182928603645114,5.068549927526405,0.0021249981003505884,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
90.236,0.11094384442311017,5.574812875846676,0.0017011377201013487,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
91.74,0.10754507287478625,5.433757269591287,0.0037760589556464414,False,True,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
93.244,0.1276480343514583,7.4623738361274885,0.005684423568918428,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
94.748,0.13364153498478312,8.096781475470484,0.007037193242518583,True,False,False,0.3333333333333333,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
96.252,0.11331787934604791,6.926916616801984,0.005331756352139177,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
97.756,0.11339091760973517,5.818840965498577,0.0016397650766681443,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
99.26,0.12138724397627768,6.304438017379786,0.0017236917313952578,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
100.764,0.11181048996737442,7.065058007400266,0.002468370345659041,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
102.268,0.11225198606571189,7.1278485440501465,0.0028228137410963054,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
103.772,0.12536285096741964,6.137956582637867,0.002680100361994577,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
105.276,0.12410240304011667,7.375050994412023,0.0029774633665830058,True,True,True,1.0,1,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
106.78,0.11572493804553126,9.421268251936299,0.003226858083134404,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
108.284,0.12464401444350254,8.720515815860669,0.002830360041558657,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
109.788,0.12010936004238122,8.471292826484882,0.0031731864745308132,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,open,2,313_20170116_0002eyesOpen_afterICA.set,alpha
1.5,0.17406386796323256,6.2961204925327445,0.003375163860535831,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
3.004,0.1663570430016545,6.085035175769365,0.0027842359187680906,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
4.508,0.16752533235496625,5.682763232152982,0.0021705303234155664,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
6.012,0.15709621079037087,6.367573164492658,0.0023063316283456255,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
7.516,0.13223924031916257,4.662141608937145,0.002923667919432352,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
9.02,0.12214409022365369,3.7262433173500984,0.001340774869492486,True,False,False,0.3333333333333333,0,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
10.524,0.1254010406436037,3.687082110698006,0.0015205575751435006,True,False,False,0.3333333333333333,0,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
12.028,0.1507006670482197,4.100677224117878,0.004231884216881119,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
13.532,0.18106876386407672,4.73968924055667,0.002726007322736935,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
15.036,0.19335247429667948,5.000563274315677,0.0020700177537637627,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
16.54,0.17637476174596983,4.555773129908575,0.0026553318334202086,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
18.044,0.15584056956341522,5.9781303313266605,0.0036772491292648415,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
19.548,0.17403195876619648,8.09242277309406,0.005544497875933784,True,False,False,0.3333333333333333,0,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
21.052,0.17138677754060905,8.048170795356517,0.004386638466926772,True,False,True,0.6666666666666666,0,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
22.556,0.15306907469026293,6.501453633798343,0.003111498316622034,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
24.06,0.13538475525615673,5.745923431361755,0.0027034639876054325,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
25.564,0.16606261700598618,7.235242431902708,0.005161416939395184,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
27.068,0.17270567514717733,6.855460344748634,0.004835557280134986,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
28.572,0.14167649640155813,5.84480740725323,0.0024427463181238345,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
30.076,0.1447859136529165,4.575990521806849,0.0015273455331073654,True,True,False,0.6666666666666666,0,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
31.58,0.15336086091344336,5.676805467592484,0.0029269666042182133,True,True,True,1.0,1,FarnesKetamine,313,awake,closed,3,313_20170116_0003EyesClosed_afterICA.set,alpha
