dataset,subject,condition,band,R_mean,D_mean,M_mean,Pi,Access_all,n_windows,theta_power,alpha_power,beta_power,gamma_power,alpha_gamma_ratio,spectral_entropy,aperiodic_slope
FarnesKetamine,251,ketamine,alpha,0.4734242727455532,60.101919744421636,0.0038283148562701357,0.7545857052498417,0.4575426944971537,65.0,0.2496407070983853,0.5213004098770353,0.06587798592740415,0.01023233415772409,50.99275923319492,0.7214865535643542,-2.1012458368110254
FarnesKetamine,251,ketamine,gamma,0.14731096069140226,59.799667715734,0.0016493319978735585,0.8154648956356736,0.577798861480076,65.0,0.2496407070983853,0.5213004098770353,0.06587798592740415,0.01023233415772409,50.99275923319492,0.7214865535643542,-2.1012458368110254
FarnesKetamine,265,awake,alpha,0.32780191743633824,60.01607791107101,0.004422972188699728,0.8358178887993553,0.6243956486704271,70.5,0.1447807301146175,0.4363416280614562,0.11139309161037236,0.03848250899162088,20.222061424827707,0.7826557177786015,-1.5667281483968902
FarnesKetamine,265,awake,gamma,0.14822474800058494,59.79997700058491,0.0020275025880847146,0.8327961321514907,0.5792707493956486,70.5,0.1447807301146175,0.4363416280614562,0.11139309161037236,0.03848250899162088,20.222061424827707,0.7826557177786015,-1.5667281483968902
FarnesKetamine,265,ketamine,alpha,0.2952488151904565,59.96042483120283,0.0038561138991321355,0.7422494592645998,0.48209565008411437,65.0,0.1473047669981013,0.39449649728707553,0.12120161578982784,0.05059346829049133,12.585914186125574,0.7844007813942316,-1.3687329044698386
FarnesKetamine,265,ketamine,gamma,0.14828708824941272,59.78490884856089,0.001803952644580228,0.8072578707041577,0.5409757269887046,65.0,0.1473047669981013,0.39449649728707553,0.12120161578982784,0.05059346829049133,12.585914186125574,0.7844007813942316,-1.3687329044698386
FarnesKetamine,271,awake,alpha,0.23383030357532214,59.91384580227815,0.0038236555734074097,0.8289210404802216,0.6214406649222719,81.0,0.2319497905857481,0.2563812526822025,0.19571834674591926,0.031088133538532077,8.444767786378824,0.858009016640622,-1.763437034109514
FarnesKetamine,271,awake,gamma,0.14804915516532788,59.8123402834877,0.0021070404631205316,0.8203016776973987,0.5555641065106972,81.0,0.2319497905857481,0.2563812526822025,0.19571834674591926,0.031088133538532077,8.444767786378824,0.858009016640622,-1.763437034109514
FarnesKetamine,271,ketamine,alpha,0.32545736735351316,59.99346478611243,0.004395437566176763,0.7100456621004566,0.3561643835616438,73.0,0.21035315132589852,0.3178282585003378,0.16188492443367594,0.08381467642717261,4.799548946705778,0.8563132916847772,-1.2111654322533134
FarnesKetamine,271,ketamine,gamma,0.15144021459505994,59.81610811513475,0.0022012835917717922,0.7899543378995434,0.4931506849315068,73.0,0.21035315132589852,0.3178282585003378,0.16188492443367594,0.08381467642717261,4.799548946705778,0.8563132916847772,-1.2111654322533134
FarnesKetamine,282,awake,alpha,0.2788664420746513,59.96350859416405,0.005818921188863669,0.8287671232876712,0.547945205479452,73.0,0.18012971574719297,0.351992059261264,0.17607244742895573,0.06596828092429231,10.538015471230443,0.8376321529778108,-1.2847118648625222
FarnesKetamine,282,awake,gamma,0.15199106496204323,59.75479864029545,0.0009454879075809141,0.8287671232876712,0.5684931506849316,73.0,0.18012971574719297,0.351992059261264,0.17607244742895573,0.06596828092429231,10.538015471230443,0.8376321529778108,-1.2847118648625222
FarnesKetamine,282,ketamine,alpha,0.2541569847505611,59.90934810595873,0.004596422778494314,0.8556837298726266,0.6530881999519347,65.0,0.14387533440689884,0.2817763041817132,0.20212131143353596,0.13063944190088678,3.5396462992681004,0.8858015930691554,-0.855227609348121
FarnesKetamine,282,ketamine,gamma,0.1556113821120301,59.762984083830474,0.001108968292702336,0.7813826804454057,0.5080509492910358,65.0,0.14387533440689884,0.2817763041817132,0.20212131143353596,0.13063944190088678,3.5396462992681004,0.8858015930691554,-0.855227609348121
FarnesKetamine,300,awake,alpha,0.24345384931597458,59.91536879708439,0.0030833558048983067,0.8287671232876712,0.6095890410958904,73.0,0.24203280891862036,0.18646254399167791,0.11131231688069437,0.03028770018862406,6.424486294960552,0.8036534882206877,-1.7735835009992034
FarnesKetamine,300,awake,gamma,0.1473419513166232,59.76829274949431,0.0011565901301589846,0.8287671232876712,0.5890410958904109,73.0,0.24203280891862036,0.18646254399167791,0.11131231688069437,0.03028770018862406,6.424486294960552,0.8036534882206877,-1.7735835009992034
FarnesKetamine,300,ketamine,alpha,0.21595859232153578,59.865598014513715,0.0026772507618090906,0.8447488584474885,0.6095890410958904,73.0,0.25280288869306095,0.1429921950718433,0.10322928402637895,0.0297925987797033,4.800047044932813,0.7871605207857049,-1.7681026931159323
FarnesKetamine,300,ketamine,gamma,0.14803450275601732,59.77337041806381,0.0011567040554533261,0.8196347031963469,0.5890410958904109,73.0,0.25280288869306095,0.1429921950718433,0.10322928402637895,0.0297925987797033,4.800047044932813,0.7871605207857049,-1.7681026931159323
FarnesKetamine,313,awake,alpha,0.3526167070405609,60.050899797344016,0.004631273179750558,0.8334504156421965,0.6008956796628029,75.5,0.20583317279472035,0.4903603044718348,0.06861884844122604,0.024460316150992194,29.606604431735843,0.7613574789082485,-1.83557850099578
FarnesKetamine,313,awake,gamma,0.1490443343758493,59.764887370749996,0.001120278439836047,0.8360847675916168,0.5856164383561644,75.5,0.20583317279472035,0.4903603044718348,0.06861884844122604,0.024460316150992194,29.606604431735843,0.7613574789082485,-1.83557850099578
FarnesKetamine,313,ketamine,alpha,0.29576833665066377,60.00396645051457,0.004732221737371955,0.7716894977168949,0.547945205479452,73.0,0.27804017044117546,0.3955172253737449,0.07779844292082042,0.0361784554922394,15.849742590529425,0.7738826376987814,-1.5907498034883016
FarnesKetamine,313,ketamine,gamma,0.15424802771570528,59.78506424313621,0.0013954530114277097,0.8150684931506849,0.547945205479452,73.0,0.27804017044117546,0.3955172253737449,0.07779844292082042,0.0361784554922394,15.849742590529425,0.7738826376987814,-1.5907498034883016
FarnesKetamine,318,awake,alpha,0.23265394276717927,59.905624905663394,0.0034166140853832258,0.8348106365834004,0.6106970185334408,70.5,0.26129326632138294,0.23105216710330073,0.2145150730660115,0.03902613090701669,6.558298826971436,0.8709768547168458,-1.60740654263512
FarnesKetamine,318,awake,gamma,0.15208402723119058,59.7693879058442,0.0011082354476512346,0.8346427612140748,0.6170427074939565,70.5,0.26129326632138294,0.23105216710330073,0.2145150730660115,0.03902613090701669,6.558298826971436,0.8709768547168458,-1.60740654263512
FarnesKetamine,318,ketamine,alpha,0.22643161698202652,59.896377985485046,0.0028689414385058426,0.860730593607306,0.6506849315068493,73.0,0.255144994952325,0.16990408055952094,0.22644258050638502,0.05152008279700651,3.3317405683701784,0.8620829246048166,-1.405960763313631
FarnesKetamine,318,ketamine,gamma,0.18458165801173898,59.8474108574338,0.0019519092522988007,0.58675799086758,0.17123287671232876,73.0,0.255144994952325,0.16990408055952094,0.22644258050638502,0.05152008279700651,3.3317405683701784,0.8620829246048166,-1.405960763313631
