subject,task,condition,acq,run,filename,channel_set,n_channels,gamma_rel_power,hf_rel_power
1064,sed2,sed2,rest,3,sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,posterior,18,0.0007578506772263885,0.029925209752172978
1064,sed2,sed2,rest,3,sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.0008901589075846697,0.028737571196772685
1064,sed2,sed2,rest,3,sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.0008835770592841996,0.018506650869757942
1064,sed,sed,rest,1,sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0022522517704833844,0.0022985940359020376
1064,sed,sed,rest,1,sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.000823747273733967,0.0020157185453489853
1064,sed,sed,rest,1,sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.0018711516356446146,0.0024187273914538514
1064,sed,sed,rest,1,sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0026214845266712603,0.002182201607966373
1064,sed,sed,rest,2,sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.0027239196274032717,0.001913962279856692
1064,sed,sed,rest,2,sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.0016762150574722028,0.001683327883588524
1064,sed,sed,rest,2,sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0022764359563490753,0.00187318578880432
1064,sed,sed,rest,2,sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.0030975424760732034,0.0019480082791439057
1064,sed,sed,rest,3,sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.002198004368801817,0.03814147811935695
1064,sed,sed,rest,3,sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.0009797013168069688,0.05422562730226652
1064,sed,sed,rest,3,sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.0018879962536780487,0.04595988265349982
1064,sed,sed,rest,3,sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.0028920229851441205,0.020638328904621507
1067,awake,awake,EC,0,sub-1067_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.004968029108914044,0.006626050356224291
1067,awake,awake,EC,0,sub-1067_task-awake_acq-EC_eeg.vhdr,posterior,18,0.005901981880775533,0.008278212696447266
1067,awake,awake,EC,0,sub-1067_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.006006209000856848,0.00784088771666204
1067,awake,awake,EC,0,sub-1067_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.004536104888795572,0.006120629587097348
1067,sed2,sed2,rest,1,sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0022198213372102626,0.02203784405266887
1067,sed2,sed2,rest,1,sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.0015116660081868506,0.03962183049895965
1067,sed2,sed2,rest,1,sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.0017184339295608154,0.03411490875190575
1067,sed2,sed2,rest,1,sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.002928272352384493,0.004973177856502055
1067,sed2,sed2,rest,2,sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.0013253360036629296,0.019507110969105707
1067,sed2,sed2,rest,2,sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.000978279711053913,0.03546105138443311
1067,sed2,sed2,rest,2,sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0010424263802113287,0.027494615552961555
1067,sed2,sed2,rest,2,sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.001605948487360481,0.011584462483431946
1067,sed2,sed2,rest,3,sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.000990293341274222,0.05823100036365942
1067,sed2,sed2,rest,3,sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,posterior,18,0.0008519079030890894,0.1547624078663378
1067,sed2,sed2,rest,3,sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.0009828391683150564,0.1248111585706885
1067,sed2,sed2,rest,3,sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.0009955704958322196,0.011095820206295294
1067,sed,sed,rest,1,sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.003222619092911268,0.05578929719246234
1067,sed,sed,rest,1,sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.004192228491814851,0.05884544196659971
1067,sed,sed,rest,1,sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.003204871271788332,0.04384003152985718
1067,sed,sed,rest,1,sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0032365678710371596,0.06518074047671148
1067,sed,sed,rest,2,sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.002303108140367032,0.06092303098688212
1067,sed,sed,rest,2,sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.0009516995484003273,0.09240622111311136
1067,sed,sed,rest,2,sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0013882303443276628,0.08170865371630467
1067,sed,sed,rest,2,sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.003978799908541987,0.022852048113684388
1067,sed,sed,rest,3,sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.004547560179939316,0.08481238346210199
1067,sed,sed,rest,3,sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.002971417552297935,0.16245167943283892
1067,sed,sed,rest,3,sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.003324494285142075,0.15291739975763163
1067,sed,sed,rest,3,sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.005830862187623755,0.0133531885673548
1068,awake,awake,EC,0,sub-1068_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.025160022813562312,0.05446964545112742
1068,awake,awake,EC,0,sub-1068_task-awake_acq-EC_eeg.vhdr,posterior,18,0.03169411114230125,0.08546304129013531
1068,awake,awake,EC,0,sub-1068_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.029434453191329944,0.07843742162429021
1068,awake,awake,EC,0,sub-1068_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.021671272002712624,0.034907366698547576
1068,sed2,sed2,rest,1,sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.009821655574122335,0.019233391017635743
1068,sed2,sed2,rest,1,sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.0038836158642253818,0.013293317651955586
1068,sed2,sed2,rest,1,sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.003971680497532978,0.014410024334265447
1068,sed2,sed2,rest,1,sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.014319660609650531,0.022942044019734934
1068,sed,sed,rest,1,sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0013589169001721397,0.05301149532694812
1068,sed,sed,rest,1,sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.0017031765022940584,0.044015741650149445
1068,sed,sed,rest,1,sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.0014517177757286,0.04704433355221688
1068,sed,sed,rest,1,sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0012794508567665725,0.05812121798587215
1068,sed,sed,rest,2,sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.0038036130090770143,0.0021004856788499754
1068,sed,sed,rest,2,sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.0026069397081680506,0.0013809720388951187
1068,sed,sed,rest,2,sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.00285123179263712,0.0016804041317874609
1068,sed,sed,rest,2,sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.004458636942151392,0.002389407239270338
1071,awake,awake,EC,0,sub-1071_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.03725345919902824,0.11971704131926023
1071,awake,awake,EC,0,sub-1071_task-awake_acq-EC_eeg.vhdr,posterior,18,0.019322593227351963,0.04594676021540537
1071,awake,awake,EC,0,sub-1071_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.03820195454013958,0.12917165028406197
1071,awake,awake,EC,0,sub-1071_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.03699361489484889,0.1171269112666779
1071,sed2,sed2,rest,1,sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.010364129827435143,0.029340312795036114
1071,sed2,sed2,rest,1,sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.00449738598010814,0.012549278378473321
1071,sed2,sed2,rest,1,sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.005683881707325423,0.011628385848812369
1071,sed2,sed2,rest,1,sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.012787222150416772,0.03851026129075822
1071,sed2,sed2,rest,2,sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.005265865708855401,0.05070769240429537
1071,sed2,sed2,rest,2,sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.0033472578305447902,0.07004655105547888
1071,sed2,sed2,rest,2,sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0046178589777429,0.058028489291146866
1071,sed2,sed2,rest,2,sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.006263899492458184,0.03943249684663782
1071,sed2,sed2,rest,3,sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.00572784397168509,0.032631908887616634
1071,sed2,sed2,rest,3,sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,posterior,18,0.008063146286089222,0.03994473191659931
1071,sed2,sed2,rest,3,sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.005225087304625053,0.033122907373349234
1071,sed2,sed2,rest,3,sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.006589528311069767,0.031790377121779616
1071,sed,sed,rest,1,sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.00664849791108296,0.005353154186800637
1071,sed,sed,rest,1,sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.006296538958445152,0.007968743743437343
1071,sed,sed,rest,1,sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.007567925558900377,0.006474438490970691
1071,sed,sed,rest,1,sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.005496439012396697,0.003948165372680413
1071,sed,sed,rest,2,sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.005657945140804225,0.10573257896260534
1071,sed,sed,rest,2,sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.005171197989907601,0.15048134887141107
1071,sed,sed,rest,2,sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.008106194542186217,0.09938262417089358
1071,sed,sed,rest,2,sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.0038392377370358283,0.1104497085927654
1071,sed,sed,rest,3,sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.012934020470130711,0.04963362746583066
1071,sed,sed,rest,3,sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.011171744975875053,0.0375812948024722
1071,sed,sed,rest,3,sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.02060688629637276,0.08335951723039367
1071,sed,sed,rest,3,sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.005522234694073555,0.01705530852964676
1074,awake,awake,EC,0,sub-1074_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.03414747120482328,0.037714164215860914
1074,awake,awake,EC,0,sub-1074_task-awake_acq-EC_eeg.vhdr,posterior,18,0.020270109415291067,0.012896991838341901
1074,awake,awake,EC,0,sub-1074_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.022039500527713002,0.01553409261829988
1074,awake,awake,EC,0,sub-1074_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.048014532931812924,0.06311663917674633
1074,sed2,sed2,rest,1,sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.004864572949284109,0.0716167318539378
1074,sed2,sed2,rest,1,sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.004274672916186794,0.08576908474367274
1074,sed2,sed2,rest,1,sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.004894968570697337,0.09387354647975092
1074,sed2,sed2,rest,1,sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.004841685322702352,0.05485755278897852
1074,sed2,sed2,rest,2,sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.025123075874821314,0.10696353722080496
1074,sed2,sed2,rest,2,sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.014957814561180534,0.12329159919833631
1074,sed2,sed2,rest,2,sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.015463325452229535,0.12911293467122195
1074,sed2,sed2,rest,2,sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.02899754796487555,0.09807953727475528
1074,sed2,sed2,rest,3,sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.011083397294381231,0.0397721490004987
1074,sed2,sed2,rest,3,sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,posterior,18,0.014347855881191262,0.043262103206493374
1074,sed2,sed2,rest,3,sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.011603668261761598,0.04783589322087734
1074,sed2,sed2,rest,3,sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.010709656247958187,0.03397949019005856
1074,sed,sed,rest,1,sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.004685880866457632,0.03955039245120461
1074,sed,sed,rest,1,sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.0037009748610996054,0.028215195521456963
1074,sed,sed,rest,1,sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.005184195751959107,0.028644403602550477
1074,sed,sed,rest,1,sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0043119953839723685,0.0477331520301293
1074,sed,sed,rest,2,sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.013506337251434348,0.040381519621069374
1074,sed,sed,rest,2,sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.011163710178250326,0.032962966972426525
1074,sed,sed,rest,2,sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.01172199057788383,0.05249131751982883
1074,sed,sed,rest,2,sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.014737961405474882,0.03202287507416423
1074,sed,sed,rest,3,sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.00841173134101009,0.010861398332354867
1074,sed,sed,rest,3,sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.005995692749725951,0.014917932422916473
1074,sed,sed,rest,3,sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.007732288697364545,0.013941965244140066
1074,sed,sed,rest,3,sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.00891065600776102,0.008599293010822833
