dataset,subject,condition,band,filename,run,source,metric,first,second,eyes,recording
DS005620,1062,sed2,gamma,sub-1062_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,15.806563215658965,15.315627184899798,,
DS005620,1062,sed2,gamma,sub-1062_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.021291245331612467,0.009827359625380375,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.06896551724137931,0.022988505747126436,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.09042737047710442,0.08894904982930694,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,12.87354567579373,12.64505678900338,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.0024673160061069307,0.002284033017189831,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.08045977011494251,0.08045977011494251,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.10238759657646278,0.09505928149589442,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,13.369243250580212,13.157735534112337,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.004927207372121682,0.0026670445979489446,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.034482758620689655,0.057471264367816084,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.09543887474871605,0.09537425895441783,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,11.53443929762764,11.324489363686244,,
DS005620,1062,sed,gamma,sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.0031597419662593306,0.0024646133352267006,,
DS005620,1064,awake,gamma,sub-1064_task-awake_acq-EC_eeg.vhdr,,phase_only,Pi,0.8045977011494254,0.8505747126436781,,
DS005620,1064,awake,gamma,sub-1064_task-awake_acq-EC_eeg.vhdr,,phase_only,R,0.11560040139586746,0.09678972191106415,,
DS005620,1064,awake,gamma,sub-1064_task-awake_acq-EC_eeg.vhdr,,phase_only,D_eff,12.437244531338989,12.720827479585008,,
DS005620,1064,awake,gamma,sub-1064_task-awake_acq-EC_eeg.vhdr,,phase_only,M_tau,0.003817929557373455,0.002517659795797469,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.8245614035087719,0.9298245614035089,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.11072046545457155,0.10466165996961091,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,13.198145392575027,13.169792480579845,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.004897317892660506,0.0031190208372020426,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.6491228070175437,0.543859649122807,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.3783937075958533,0.3664824990874322,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,12.10947991451873,11.532724716624456,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.01894693208993048,0.028061291992535885,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.7543859649122806,0.7192982456140351,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.10461114423306604,0.10335788560346562,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,14.132874696761235,14.169477339213262,,
DS005620,1064,sed2,gamma,sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.006573338084853705,0.0037471868428438316,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.5747126436781609,0.4022988505747126,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.0871353763282472,0.08209906749925369,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,11.956502593681597,12.124388990757414,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.0023725688542076103,0.0018694253923461001,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.4942528735632184,0.4827586206896552,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.08732428319966429,0.08475640893050007,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,11.842133618326274,12.24545032270134,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.002267420561801172,0.0020455084621827657,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.7816091954022989,0.6896551724137931,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.10031676886463918,0.09385991523817837,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,11.992165647547036,11.801051249000222,,
DS005620,1064,sed,gamma,sub-1064_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.004466705752871298,0.002240017971754876,,
DS005620,1067,awake,gamma,sub-1067_task-awake_acq-EC_eeg.vhdr,,phase_only,Pi,0.8505747126436782,0.8045977011494254,,
DS005620,1067,awake,gamma,sub-1067_task-awake_acq-EC_eeg.vhdr,,phase_only,R,0.1651248221347841,0.19389594784218858,,
DS005620,1067,awake,gamma,sub-1067_task-awake_acq-EC_eeg.vhdr,,phase_only,D_eff,17.759869586819057,17.483843427992262,,
DS005620,1067,awake,gamma,sub-1067_task-awake_acq-EC_eeg.vhdr,,phase_only,M_tau,0.007716645500159292,0.015294063195460226,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.03508771929824561,0.03508771929824561,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.10079329733162293,0.10225695244777376,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,13.261690189360051,13.476305195336169,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.003026682355614974,0.003015702210415963,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.17543859649122806,0.29824561403508776,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.1138547305293084,0.1292896615209906,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,14.85507594570827,14.669322178178906,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.003856696406959631,0.0065665163814114785,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.19298245614035084,0.24561403508771926,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.11939638860962591,0.14576834765188465,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,14.907225843438118,14.905623963612198,,
DS005620,1067,sed2,gamma,sub-1067_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.004134660824596327,0.01299227537857391,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.08045977011494251,0.22988505747126434,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.12494341980776466,0.13563874483168142,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,12.5984959517985,12.758965864674538,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.007656902815751496,0.009580192695406392,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.08045977011494251,0.06896551724137931,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.11302757139927205,0.10323724420257638,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,12.631951996668636,13.158677772095162,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.005121544794890218,0.005727845190754782,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.011494252873563218,0.0,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.10332980872406271,0.10055976212990295,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,12.126723363685441,11.94461792830803,,
DS005620,1067,sed,gamma,sub-1067_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.0030473654153204965,0.0027259097248129825,,
DS005620,1068,awake,gamma,sub-1068_task-awake_acq-EC_eeg.vhdr,,phase_only,Pi,0.8850574712643677,0.7701149425287357,,
DS005620,1068,awake,gamma,sub-1068_task-awake_acq-EC_eeg.vhdr,,phase_only,R,0.14789802922311218,0.12246109419831569,,
DS005620,1068,awake,gamma,sub-1068_task-awake_acq-EC_eeg.vhdr,,phase_only,D_eff,12.118122873627277,13.457878221512654,,
DS005620,1068,awake,gamma,sub-1068_task-awake_acq-EC_eeg.vhdr,,phase_only,M_tau,0.004588310406577879,0.0044596119626411825,,
DS005620,1068,sed2,gamma,sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.6140350877192982,0.6842105263157894,,
DS005620,1068,sed2,gamma,sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.1342225360171179,0.21153873104453993,,
DS005620,1068,sed2,gamma,sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,11.367959641148241,11.67638283539226,,
DS005620,1068,sed2,gamma,sub-1068_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.010904839795374701,0.026386905091344705,,
DS005620,1068,sed,gamma,sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.5632183908045977,0.6206896551724138,,
DS005620,1068,sed,gamma,sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.12175349820632678,0.11515641878825805,,
DS005620,1068,sed,gamma,sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,10.727892969750908,11.098805238641205,,
DS005620,1068,sed,gamma,sub-1068_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.004064837424624893,0.00297336916679628,,
DS005620,1068,sed,gamma,sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.5402298850574712,0.5057471264367815,,
DS005620,1068,sed,gamma,sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.30765420035873003,0.4404455821335029,,
DS005620,1068,sed,gamma,sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,11.829443843120798,10.31894153117298,,
DS005620,1068,sed,gamma,sub-1068_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.03772069973737838,0.05223386733536622,,
DS005620,1071,awake,gamma,sub-1071_task-awake_acq-EC_eeg.vhdr,,phase_only,Pi,0.8045977011494252,0.8505747126436783,,
DS005620,1071,awake,gamma,sub-1071_task-awake_acq-EC_eeg.vhdr,,phase_only,R,0.11702165600277009,0.12153615346627761,,
DS005620,1071,awake,gamma,sub-1071_task-awake_acq-EC_eeg.vhdr,,phase_only,D_eff,20.176609313087127,20.2821668856622,,
DS005620,1071,awake,gamma,sub-1071_task-awake_acq-EC_eeg.vhdr,,phase_only,M_tau,0.004073480751276607,0.004444180552617996,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.3684210526315789,0.3684210526315789,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.10592937219863607,0.12361489584894435,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,12.156645065778543,13.263177262892029,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.003827438290160337,0.010570987774614802,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.5087719298245614,0.33333333333333326,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.13943770055934446,0.23555192964618368,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,11.406878739748128,13.11472927191908,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.008299005617337379,0.027827151891682354,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.5370370370370371,0.33333333333333326,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.1716898183339818,0.23864257265001013,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,8.436889482058312,9.711537453993273,,
DS005620,1071,sed2,gamma,sub-1071_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.010676827533096445,0.020220912317922255,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.034482758620689655,0.11494252873563217,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.09269143143795021,0.09797146141082322,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,12.11468738487357,12.296363727731746,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.0027453903457824343,0.002540012169036858,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.5402298850574712,0.6091954022988506,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.12345828497909611,0.11878445353294614,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,9.68952071784391,10.112299783051162,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.006125667015093183,0.003959391330430838,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.5172413793103448,0.3333333333333334,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.1606524138115363,0.2546536932633735,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,8.158820321587983,9.55025768691055,,
DS005620,1071,sed,gamma,sub-1071_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.006072486183184669,0.023282682512024686,,
DS005620,1074,awake,gamma,sub-1074_task-awake_acq-EC_eeg.vhdr,,phase_only,Pi,0.8045977011494254,0.8505747126436781,,
DS005620,1074,awake,gamma,sub-1074_task-awake_acq-EC_eeg.vhdr,,phase_only,R,0.12310176670835608,0.0954831822154566,,
DS005620,1074,awake,gamma,sub-1074_task-awake_acq-EC_eeg.vhdr,,phase_only,D_eff,16.746838385603354,15.821281885167663,,
DS005620,1074,awake,gamma,sub-1074_task-awake_acq-EC_eeg.vhdr,,phase_only,M_tau,0.0038482202203660694,0.002357861879307469,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.45614035087719296,0.3684210526315789,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.07854230093335994,0.07527354045369167,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,15.417142440664708,15.2915881292963,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.0019074709335265422,0.0017800947358269422,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.631578947368421,0.5789473684210525,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.10690715694785267,0.13376270350118324,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,12.5104993382483,13.387607768508444,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.00325808301217201,0.00998182439934013,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.6315789473684209,0.5263157894736841,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.11763097601462282,0.14627515690362627,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,12.679695432779857,14.20864555361084,,
DS005620,1074,sed2,gamma,sub-1074_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.009202011866531573,0.022051283443937243,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.39080459770114945,0.37931034482758624,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.08014625663249415,0.07804448009617924,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,15.897157851397594,16.215182190196014,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.0019994070289294863,0.0017307317956895998,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.5977011494252873,0.67816091954023,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.09373925616246057,0.09786889250067451,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,12.330220830004667,11.89194061824303,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.0024395675188708587,0.0025593323204612653,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.5402298850574712,0.528735632183908,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.10938092938050353,0.10690729699266859,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,12.445768823976131,12.686963513177291,,
DS005620,1074,sed,gamma,sub-1074_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.005270200891927757,0.005101734649384226,,
Chennu,2,baseline,alpha,02-2010-anest 20100210 135.003.set,,csd_phase_only,Pi,0.8275862068965517,0.8275862068965517,,
Chennu,2,baseline,alpha,02-2010-anest 20100210 135.003.set,,csd_phase_only,R,0.4359792447560881,0.45795736317619157,,
Chennu,2,baseline,alpha,02-2010-anest 20100210 135.003.set,,csd_phase_only,D_eff,9.90725926401467,10.064901330290878,,
Chennu,2,baseline,alpha,02-2010-anest 20100210 135.003.set,,csd_phase_only,M_tau,0.030745453054494495,0.033652677311434676,,
Chennu,2,mild,alpha,02-2010-anest 20100210 135.006.set,,csd_phase_only,Pi,0.839080459770115,0.6896551724137929,,
Chennu,2,mild,alpha,02-2010-anest 20100210 135.006.set,,csd_phase_only,R,0.4750564082866239,0.4073895330401805,,
Chennu,2,mild,alpha,02-2010-anest 20100210 135.006.set,,csd_phase_only,D_eff,9.663134764213618,10.53554781210424,,
Chennu,2,mild,alpha,02-2010-anest 20100210 135.006.set,,csd_phase_only,M_tau,0.03194068120166855,0.02786913607398806,,
Chennu,2,moderate,alpha,02-2010-anest 20100210 135.014.set,,csd_phase_only,Pi,0.8275862068965516,0.7816091954022989,,
Chennu,2,moderate,alpha,02-2010-anest 20100210 135.014.set,,csd_phase_only,R,0.4547592646259334,0.4360919164739633,,
Chennu,2,moderate,alpha,02-2010-anest 20100210 135.014.set,,csd_phase_only,D_eff,10.461218724253285,10.828785906599085,,
Chennu,2,moderate,alpha,02-2010-anest 20100210 135.014.set,,csd_phase_only,M_tau,0.03199254546046925,0.030087974560669476,,
Chennu,2,recovery,alpha,02-2010-anest- 20100210 16.003.set,,csd_phase_only,Pi,0.7126436781609194,0.6436781609195402,,
Chennu,2,recovery,alpha,02-2010-anest- 20100210 16.003.set,,csd_phase_only,R,0.4655240571841247,0.45473265077961367,,
Chennu,2,recovery,alpha,02-2010-anest- 20100210 16.003.set,,csd_phase_only,D_eff,8.7111417926626,8.536793024548292,,
Chennu,2,recovery,alpha,02-2010-anest- 20100210 16.003.set,,csd_phase_only,M_tau,0.028814560670818393,0.024452010778591635,,
Chennu,3,baseline,alpha,03-2010-anest 20100211 142.003.set,,csd_phase_only,Pi,0.7816091954022989,0.8735632183908046,,
Chennu,3,baseline,alpha,03-2010-anest 20100211 142.003.set,,csd_phase_only,R,0.36034742338612386,0.3492113842281639,,
Chennu,3,baseline,alpha,03-2010-anest 20100211 142.003.set,,csd_phase_only,D_eff,10.17194723440444,11.173852504702383,,
Chennu,3,baseline,alpha,03-2010-anest 20100211 142.003.set,,csd_phase_only,M_tau,0.02096906491435211,0.022397602750486776,,
Chennu,3,mild,alpha,03-2010-anest 20100211 142.008.set,,csd_phase_only,Pi,0.8275862068965518,0.8735632183908046,,
Chennu,3,mild,alpha,03-2010-anest 20100211 142.008.set,,csd_phase_only,R,0.3768627812075499,0.3701169381707424,,
Chennu,3,mild,alpha,03-2010-anest 20100211 142.008.set,,csd_phase_only,D_eff,10.090445177376877,11.931140786619757,,
Chennu,3,mild,alpha,03-2010-anest 20100211 142.008.set,,csd_phase_only,M_tau,0.020610064835705554,0.023431310561859372,,
Chennu,3,moderate,alpha,03-2010-anest 20100211 142.021.set,,csd_phase_only,Pi,0.8275862068965518,0.8505747126436782,,
Chennu,3,moderate,alpha,03-2010-anest 20100211 142.021.set,,csd_phase_only,R,0.35260651488802125,0.3652860382626861,,
Chennu,3,moderate,alpha,03-2010-anest 20100211 142.021.set,,csd_phase_only,D_eff,12.201585162811769,13.001847294012528,,
Chennu,3,moderate,alpha,03-2010-anest 20100211 142.021.set,,csd_phase_only,M_tau,0.023152735077262218,0.022047091378962855,,
Chennu,3,recovery,alpha,03-2010-anest 20100211 142.026.set,,csd_phase_only,Pi,0.839080459770115,0.9310344827586207,,
Chennu,3,recovery,alpha,03-2010-anest 20100211 142.026.set,,csd_phase_only,R,0.37844432032100256,0.3722197908376618,,
Chennu,3,recovery,alpha,03-2010-anest 20100211 142.026.set,,csd_phase_only,D_eff,9.591260558604624,10.52873200944978,,
Chennu,3,recovery,alpha,03-2010-anest 20100211 142.026.set,,csd_phase_only,M_tau,0.02093788734421851,0.02094061471973384,,
Chennu,5,baseline,alpha,05-2010-anest 20100223 095.004.set,,csd_phase_only,Pi,0.7701149425287355,0.8850574712643678,,
Chennu,5,baseline,alpha,05-2010-anest 20100223 095.004.set,,csd_phase_only,R,0.3305546826549765,0.3559373029523551,,
Chennu,5,baseline,alpha,05-2010-anest 20100223 095.004.set,,csd_phase_only,D_eff,10.581662368820666,10.1295349169803,,
Chennu,5,baseline,alpha,05-2010-anest 20100223 095.004.set,,csd_phase_only,M_tau,0.020485606106979862,0.021617768575473054,,
Chennu,5,mild,alpha,05-2010-anest 20100223 095.009.set,,csd_phase_only,Pi,0.7241379310344828,0.6896551724137931,,
Chennu,5,mild,alpha,05-2010-anest 20100223 095.009.set,,csd_phase_only,R,0.31993564113346,0.29868487593469223,,
Chennu,5,mild,alpha,05-2010-anest 20100223 095.009.set,,csd_phase_only,D_eff,11.932311848083778,11.159478838056327,,
Chennu,5,mild,alpha,05-2010-anest 20100223 095.009.set,,csd_phase_only,M_tau,0.021752295693394035,0.019091496115902634,,
Chennu,5,moderate,alpha,05-2010-anest 20100223 095.022.set,,csd_phase_only,Pi,0.482758620689655,0.6666666666666667,,
Chennu,5,moderate,alpha,05-2010-anest 20100223 095.022.set,,csd_phase_only,R,0.30440539145504564,0.32920363039277534,,
Chennu,5,moderate,alpha,05-2010-anest 20100223 095.022.set,,csd_phase_only,D_eff,13.733516988718598,12.780095019387398,,
Chennu,5,moderate,alpha,05-2010-anest 20100223 095.022.set,,csd_phase_only,M_tau,0.02169308272353891,0.023252221510994864,,
Chennu,5,recovery,alpha,05-2010-anest 20100223 095.027.set,,csd_phase_only,Pi,0.7701149425287357,0.8390804597701149,,
