variant_id,variant_label,graph_type,control_id,replicate,K,n_nodes_lcc,n_edges,backbone_nodes,seed,baseline_R_global,baseline_R_backbone,baseline_R_complement,baseline_A_R,baseline_M_tau,baseline_D_eff,baseline_D_eff_norm,baseline_window_start_s,baseline_window_stop_s,event_R_global,event_R_backbone,event_R_complement,event_A_R,event_M_tau,event_D_eff,event_D_eff_norm,event_window_start_s,event_window_stop_s,delta_R_global,delta_R_backbone,delta_R_complement,delta_A_R,delta_M_tau,delta_D_eff,delta_D_eff_norm,Xi_baseline,Xi_event,delta_Xi
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,9,4.0,787,4108,79,20304435,0.04016450047492981,0.1830524355173111,0.0279903095215559,0.15506213903427124,5.857589712832123e-05,2.775523493203494,0.003526713460233156,2.0,4.48,0.07471752911806107,0.3716680109500885,0.04540354013442993,0.32626447081565857,0.0004487945116125047,3.0156723864203716,0.0038318581784248687,5.0,8.0,0.034553028643131256,0.1886155754327774,0.01741323061287403,0.17120233178138733,0.0003902186144841835,0.24014889321687782,0.0003051447181917125,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,10,4.0,787,4108,79,20304436,0.08038558810949326,0.19480006396770477,0.08179707825183868,0.1130029708147049,2.9991515475558117e-05,2.8070774270985344,0.0035668074041912763,2.0,4.48,0.05084548518061638,0.20451350510120392,0.042608797550201416,0.1619047224521637,0.0007321301382035017,3.0469968828860603,0.0038716605881652607,5.0,8.0,-0.029540102928876877,0.009713441133499146,-0.03918828070163727,0.0489017516374588,0.0007021386227279436,0.23991945578752594,0.0003048531839739844,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,11,4.0,787,4108,79,20304437,0.08553177863359451,0.14228424429893494,0.08064212650060654,0.061642102897167206,8.651683310745284e-05,2.714183251057855,0.00344877160236068,2.0,4.48,0.0842670276761055,0.4696485698223114,0.04198407381772995,0.42766451835632324,0.00015065741899888963,2.9759539042041094,0.0037813899672225026,5.0,8.0,-0.0012647509574890137,0.32736432552337646,-0.03865805268287659,0.36602241545915604,6.414058589143679e-05,0.26177065314625425,0.0003326183648618224,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,0,0,4.0,787,4108,79,20404426,0.0877741351723671,0.1529882550239563,0.08406955748796463,0.06891869753599167,3.5657296393765137e-05,2.7762457487059966,0.003527631192764926,2.0,4.48,0.04826676473021507,0.237552672624588,0.029861822724342346,0.20769083499908447,0.00023883678659331053,3.0218106763795696,0.003839657784472134,5.0,8.0,-0.03950737044215202,0.08456441760063171,-0.054207734763622284,0.1387721374630928,0.0002031794901995454,0.24556492767357296,0.0003120265917072084,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,1,0,4.0,787,4108,79,20504426,0.08552217483520508,0.22597162425518036,0.07780540734529495,0.148166224360466,0.00011675895075313747,2.820576876856128,0.0035839604534385365,2.0,4.48,0.027652785181999207,0.2363276481628418,0.03680611401796341,0.1995215117931366,0.0001770790113369003,3.0917108118708105,0.003928476253965452,5.0,8.0,-0.05786938965320587,0.010356023907661438,-0.04099929332733154,0.05135528743267059,6.0320060583762825e-05,0.2711339350146824,0.0003445158005269157,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,2,0,4.0,787,4108,79,20604426,0.0991906076669693,0.16998505592346191,0.10072411596775055,0.06926092505455017,0.00020376169413793832,2.804450819653558,0.003563469910614432,2.0,4.48,0.05302584171295166,0.22670479118824005,0.04312003776431084,0.18358474969863892,0.0002814974286593497,3.055146733165592,0.003882016179371781,5.0,8.0,-0.04616476595401764,0.05671973526477814,-0.05760407820343971,0.11432382464408875,7.773573452141136e-05,0.2506959135120339,0.0003185462687573491,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,3,0,4.0,787,4108,79,20704426,0.05936281383037567,0.08561086654663086,0.06736518442630768,0.01824568398296833,0.00012905430048704147,2.777660720493237,0.00352942912387959,2.0,4.48,0.05605868250131607,0.1892198920249939,0.05065201222896576,0.13856787979602814,0.00015199978952296078,3.071576398407387,0.0039028925011529696,5.0,8.0,-0.003304131329059601,0.10360902547836304,-0.01671317219734192,0.1203221958130598,2.294548903591931e-05,0.29391567791414985,0.00037346337727337973,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,4,0,4.0,787,4108,79,20804426,0.0996452197432518,0.17256391048431396,0.11404746025800705,0.05851644277572632,0.000494900334160775,2.774209835510644,0.003525044263672991,2.0,4.48,0.08576378971338272,0.30656394362449646,0.06702055782079697,0.2395433634519577,0.0003224601096007973,3.066751063601578,0.0038967611989854864,5.0,8.0,-0.01388143002986908,0.1340000331401825,-0.04702690243721008,0.18102692067623138,-0.00017244022455997765,0.29254122809093364,0.0003717169353124952,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,5,0,4.0,787,4108,79,20904426,0.038723185658454895,0.10502098500728607,0.04549861326813698,0.059522394090890884,0.00027312125894241035,2.7458551789946446,0.0034890154752155586,2.0,4.48,0.04395781829953194,0.03678446635603905,0.04582669585943222,-0.009042233228683472,0.0001084334435290657,2.974907569157231,0.003780060443655948,5.0,8.0,0.005234632641077042,-0.06823651865124702,0.0003280825912952423,-0.06856462731957436,-0.00016468781541334465,0.2290523901625865,0.00029104496844038936,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,6,0,4.0,787,4108,79,21004426,0.06790164858102798,0.22967296838760376,0.05942182615399361,0.17025113105773926,5.068387690698728e-05,2.8184709986523853,0.003581284623446487,2.0,4.48,0.042927198112010956,0.12586599588394165,0.03699447214603424,0.08887150883674622,0.00012499716831371188,3.1127701154898935,0.003955235216632647,5.0,8.0,-0.02497445046901703,-0.10380697250366211,-0.022427354007959366,-0.08137962222099304,7.43132914067246e-05,0.2942991168375082,0.0003739505931861604,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,7,0,4.0,787,4108,79,21104426,0.10701357573270798,0.18128623068332672,0.10061477869749069,0.08067145943641663,1.7132435459643602e-05,2.800350235738016,0.003558259511738267,2.0,4.48,0.06075857952237129,0.3042943775653839,0.035513509064912796,0.2687808871269226,0.00017805951938498765,3.0735876371540107,0.0039054480777052235,5.0,8.0,-0.046254996210336685,0.12300814688205719,-0.0651012696325779,0.18810942769050598,0.00016092708392534405,0.2732374014159946,0.00034718856596695647,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_preserving,8,0,4.0,787,4108,79,21204426,0.060888223350048065,0.13961659371852875,0.05297316983342171,0.08664340525865555,0.00022469076793640852,2.7953682770352253,0.0035519291957245556,2.0,4.48,0.027409369125962257,0.12250588834285736,0.03024180978536606,0.0922640785574913,0.00011145784083055332,3.0525735819736144,0.003878746609877528,5.0,8.0,-0.03347885422408581,-0.017110705375671387,-0.02273136004805565,0.005620673298835754,-0.0001132329271058552,0.2572053049383891,0.0003268174141529724,2.6000000000000014,8.233333333333334,5.633333333333333
