variant_id,variant_label,graph_type,control_id,strength_rel_error_mean,strength_rel_error_median,strength_rel_error_max,n_nodes,n_edges,backbone_nodes,backbone_fraction,alpha_S_max,external_mass_mean,internal_mass_mean,internal_minus_external_mean,raw_backbone_internal_weight,raw_backbone_external_weight,raw_backbone_internal_fraction_of_incident,raw_backbone_internal_fraction_of_total,requested_swaps,completed_swaps,attempts
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,5,0.0022897760882796066,1.2604005076656415e-12,0.2913544276069872,467,980,47,0.1006423982869379,1.0,0.462878526827897,0.5371214731721029,0.0742429463442058,68.23911767784284,131.82532993409598,0.5086709720323029,0.2658563016252156,11760.0,11760.0,14887.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,6,0.006545976141645792,2.1852154663538446e-12,0.5781799630286399,467,980,47,0.1006423982869379,0.9427081329177264,0.49079995086734884,0.5092000491326512,0.018400098265302464,70.38303846726448,127.53748835505556,0.5246522787820497,0.27425210314712023,11760.0,11760.0,14893.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,7,0.011151039953267172,5.821479966693042e-10,1.1251195971441308,467,980,47,0.1006423982869379,0.9335630405244463,0.4445601193016995,0.5554398806983005,0.11087976139660112,70.61059769989953,127.08236991290016,0.5263485605761902,0.275261002002139,11760.0,11760.0,14879.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,8,0.0030645984945456774,2.2324162902065456e-09,0.18040746760416781,467,980,47,0.1006423982869379,1.0,0.4658093390760605,0.5341906609239395,0.06838132184787903,68.4143423352395,131.4748803926961,0.5099771396561993,0.2665386572694453,11760.0,11760.0,14840.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,9,0.0066304177643403675,2.486897809568483e-15,0.5652309836747229,467,980,47,0.1006423982869379,0.7509604347581684,0.41814857162438446,0.5818514283756155,0.16370285675123097,69.29735138974422,129.70886251033716,0.5165593033762944,0.2700677552751011,11760.0,11760.0,14866.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,10,0.005333975862359491,6.583495505995305e-08,0.4751110624412606,467,980,47,0.1006423982869379,1.0000000000000002,0.4419707994376409,0.5580292005623592,0.11605840112471817,71.31402658541626,125.67550394077858,0.5315921067401315,0.27790566846210685,11760.0,11760.0,14842.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,11,0.004609510323788052,9.679390249868283e-09,0.8412117653598885,467,980,47,0.1006423982869379,0.8943798837846442,0.4615427220857852,0.5384572779142149,0.07691455582842951,69.89249281086177,128.51857764890838,0.5209956361284903,0.27237931544215477,11760.0,11760.0,14846.0
brc_v3_20k_fibercount_conf10,20k FC 10%,real,-1,0.0,0.0,0.0,968,11418,97,0.10020661157024793,0.9378238341968913,0.5677583819443673,0.43224161805563266,-0.13551676388873476,3753.5,9167.0,0.4502219023629603,0.1717416668573128,,,
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,0,0.3764635142252432,0.2262531328320802,13.583333333333334,968,11418,97,0.10020661157024793,0.9512195121951225,0.7265959359892521,0.273404064010748,-0.45319187197850413,1590.5,8784.0,0.26585875470121184,0.0727734437555764,137016.0,137016.0,161372.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,1,0.37161503225968484,0.22416413373860183,8.142857142857142,968,11418,97,0.10020661157024793,0.8666666666666664,0.7298429165598935,0.2701570834401066,-0.4596858331197869,1606.0,8823.5,0.2668771550828798,0.07348264738852921,137016.0,137016.0,161288.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,2,0.37886231242584484,0.2398955010173579,8.538461538461538,968,11418,97,0.10020661157024793,0.9211469534050183,0.737548902451426,0.2624510975485741,-0.4750978049028518,1566.0,9104.5,0.25595554284313327,0.07165244446478003,137016.0,137016.0,161153.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,3,0.3816256223869055,0.23606811145510836,7.809523809523809,968,11418,97,0.10020661157024793,0.8669724770642199,0.746241077837613,0.2537589221623872,-0.49248215567522563,1447.0,9017.5,0.24295848549720858,0.06620759076662625,137016.0,137016.0,161312.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,4,0.36486836140073103,0.22268135904499542,5.5,968,11418,97,0.10020661157024793,0.8922155688622752,0.7224282453138822,0.2775717546861179,-0.4448564906277643,1599.5,8859.5,0.265290044367044,0.07318523941341996,137016.0,137016.0,161378.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,5,0.3796134282958075,0.23076923076923078,26.0,968,11418,97,0.10020661157024793,0.8878143133462271,0.7475872488745554,0.2524127511254446,-0.4951744977491109,1520.5,9129.0,0.24987674609695973,0.06957058863901536,137016.0,137016.0,161483.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,6,0.37617916369361043,0.22514812376563528,9.8,968,11418,97,0.10020661157024793,0.8935361216730033,0.7292345432907946,0.2707654567092055,-0.4584690865815891,1569.0,8687.0,0.26536997885835095,0.07178970968406122,137016.0,137016.0,161400.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,7,0.35894170647970686,0.229020979020979,8.666666666666666,968,11418,97,0.10020661157024793,0.9009900990099009,0.7427675617748394,0.2572324382251606,-0.4855351235496787,1483.0,9226.0,0.2432742782152231,0.0678547733980005,137016.0,137016.0,161426.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,8,0.3630991896033963,0.22309362934362936,9.0,968,11418,97,0.10020661157024793,0.9239130434782612,0.7313555880832636,0.26864441191673655,-0.46271117616652696,1688.5,9225.5,0.26796270581233883,0.07725744091876187,137016.0,137016.0,161425.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,9,0.3622073322724583,0.2222222222222222,9.0,968,11418,97,0.10020661157024793,0.8636363636363643,0.7299716596643585,0.27002834033564155,-0.4599433193287169,1702.5,9071.5,0.2729130765839779,0.07789801194207407,137016.0,137016.0,160897.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,10,0.3754831329647907,0.2222222222222222,13.75,968,11418,97,0.10020661157024793,0.8666666666666666,0.7373072603366079,0.262692739663392,-0.47461452067321597,1529.0,8914.5,0.2554186677803299,0.06995950676031205,137016.0,137016.0,161238.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_preserving,11,0.38353105301644497,0.22804314329738057,8.333333333333334,968,11418,97,0.10020661157024793,0.8808510638297878,0.7433666654130417,0.2566333345869584,-0.4867333308260832,1496.5,9130.0,0.24688608430256537,0.06847246688476585,137016.0,137016.0,161371.0
brc_v3_20k_fibercount_conf10,20k FC 10%,degree_strength_preserving,0,1.3461194841276511e-17,0.0,3.2297397080004555e-16,968,11418,97,0.10020661157024793,0.8757249858416543,0.6159660733679677,0.38403392663203234,-0.2319321467359354,3083.8739106839103,10506.25217863218,0.3699021123526341,0.14110287619518705,137016.0,137016.0,161311.0
