fold_id,model,n_test,mae,rmse,r2,spearman_rho,pearson_r
12,C_standard_eeg_fc,12,3.254965135639671,4.2358990448392015,0.006242667922295775,0.4354316500425599,0.19324918919409395
12,D_p1_core_true_backbone,12,3.0012226336504795,3.7805790608162124,0.20839998574930485,0.5593349650953209,0.502941124499693
12,E_standard_plus_p1,12,3.400350296747316,4.396882159161668,-0.0707271045783846,0.3469292821477307,-0.053098320911544344
12,F_random_backbone_control,12,3.4632274288413942,4.216625566713532,0.01526535059224643,0.36816985044248973,0.2746624337611319
13,A_clinical,12,4.447396549424912,5.111575195313737,0.022991186513134143,0.07802203369634761,0.35235756548330766
13,B_global_activity,12,4.128062803263053,4.962054540290372,0.07931293753374569,0.39720308063595144,0.4620406847360057
13,C_standard_eeg_fc,12,3.895217284055328,4.974740924470778,0.07459911549025455,0.5674329723370736,0.4661922860872765
13,D_p1_core_true_backbone,12,3.6916676288524237,4.813794591652857,0.13350894693061877,0.3262739590938173,0.405194968693622
13,E_standard_plus_p1,12,4.0224133946170335,5.343308598407225,-0.06760226850298912,0.5816187966455004,0.35926569364344824
13,F_random_backbone_control,12,3.801010088630605,4.982445384083918,0.07173053005074126,0.44685346571544543,0.4079869540652534
14,A_clinical,11,2.20406928892692,2.5233011380904338,0.055866562926340624,0.4931566315111896,0.4131329820800422
14,B_global_activity,11,2.1175093600462946,2.481325805474273,0.08701677928625162,0.5071138946671666,0.4232524968639259
14,C_standard_eeg_fc,11,1.5961112071997292,1.887841091670864,0.4715230116721497,0.6978631577988532,0.7404574797287429
14,D_p1_core_true_backbone,11,1.8492243717248193,2.21662193664287,0.27141795341817054,0.6280768420189679,0.6646669399752775
14,E_standard_plus_p1,11,1.8420797129038866,2.158272395635827,0.30927094634142516,0.7443873683187767,0.7478553318741702
14,F_random_backbone_control,11,2.216738113309902,2.7081949638574137,-0.08756460224728135,0.2512307368075871,0.291805896528187
15,A_clinical,12,2.7129325119813337,2.9307813068456827,0.14756375887520556,0.7958388155669655,0.6500990652292065
15,B_global_activity,12,2.398710986398871,2.8676869086448793,0.18387149437222305,0.5968791116752241,0.5774669064885943
15,C_standard_eeg_fc,12,2.851973512461575,3.2958062073773675,-0.07799914000589592,0.20961825945737042,0.2276002090864914
15,D_p1_core_true_backbone,12,1.9830463944921135,2.619311417086592,0.3191219220165785,0.6501718895033692,0.5849524716642346
15,E_standard_plus_p1,12,2.8278921716243084,3.281247840111204,-0.06849661192678158,0.23093537058862837,0.27039558664630037
15,F_random_backbone_control,12,2.849968429762812,3.272491827667065,-0.06280165248054659,0.3872608522178538,0.343015458155389
16,A_clinical,12,3.385716009829075,4.063464536328264,0.3045653286131512,0.5950851788473789,0.6316809581336587
16,B_global_activity,12,3.3080704480669216,4.292867720224288,0.22382722728239557,0.542266967707079,0.4903774396594994
16,C_standard_eeg_fc,12,4.240540890379372,5.422530855829162,-0.23841856889979107,0.04225456891223992,0.0010412179986816206
16,D_p1_core_true_backbone,12,3.5684601806829033,4.4078352508486915,0.18169708388361927,0.37324869205811934,0.437946895117196
16,E_standard_plus_p1,12,4.224427225394967,5.240160634176028,-0.15651852002439526,0.03521214076019994,-0.020180018027707997
16,F_random_backbone_control,12,3.7122887221491148,4.6169453041218835,0.10221395509200104,0.4366305454264792,0.4020895601027511
17,A_clinical,12,3.251057828904519,4.448987390191627,0.14019234180268136,0.38318278160382807,0.5033825839870134
17,B_global_activity,12,3.2306830247011917,4.37879057884029,0.16711064904946338,0.5270476317070684,0.5628455569381168
17,C_standard_eeg_fc,12,3.331033614759386,4.555203720247711,0.09864770607962703,0.43741368073647857,0.5235477218163254
