node_id,dn_name,dn_fsname,dn_region,dn_hemisphere
950,lh.middletemporal_9,middletemporal_9,cortical,left
951,lh.middletemporal_15,middletemporal_15,cortical,left
952,lh.middletemporal_2,middletemporal_2,cortical,left
953,lh.middletemporal_4,middletemporal_4,cortical,left
954,lh.middletemporal_12,middletemporal_12,cortical,left
955,lh.bankssts_1,bankssts_1,cortical,left
956,lh.bankssts_3,bankssts_3,cortical,left
957,lh.bankssts_2,bankssts_2,cortical,left
958,lh.bankssts_6,bankssts_6,cortical,left
959,lh.bankssts_4,bankssts_4,cortical,left
960,lh.bankssts_5,bankssts_5,cortical,left
961,lh.superiortemporal_26,superiortemporal_26,cortical,left
962,lh.superiortemporal_20,superiortemporal_20,cortical,left
963,lh.superiortemporal_11,superiortemporal_11,cortical,left
964,lh.superiortemporal_4,superiortemporal_4,cortical,left
965,lh.superiortemporal_24,superiortemporal_24,cortical,left
966,lh.superiortemporal_18,superiortemporal_18,cortical,left
967,lh.superiortemporal_3,superiortemporal_3,cortical,left
968,lh.superiortemporal_21,superiortemporal_21,cortical,left
969,lh.superiortemporal_17,superiortemporal_17,cortical,left
970,lh.superiortemporal_25,superiortemporal_25,cortical,left
971,lh.superiortemporal_9,superiortemporal_9,cortical,left
972,lh.superiortemporal_19,superiortemporal_19,cortical,left
973,lh.superiortemporal_16,superiortemporal_16,cortical,left
974,lh.superiortemporal_6,superiortemporal_6,cortical,left
975,lh.superiortemporal_13,superiortemporal_13,cortical,left
976,lh.superiortemporal_8,superiortemporal_8,cortical,left
977,lh.superiortemporal_23,superiortemporal_23,cortical,left
978,lh.superiortemporal_15,superiortemporal_15,cortical,left
979,lh.superiortemporal_12,superiortemporal_12,cortical,left
980,lh.superiortemporal_5,superiortemporal_5,cortical,left
981,lh.superiortemporal_10,superiortemporal_10,cortical,left
982,lh.superiortemporal_1,superiortemporal_1,cortical,left
983,lh.superiortemporal_22,superiortemporal_22,cortical,left
984,lh.superiortemporal_14,superiortemporal_14,cortical,left
985,lh.superiortemporal_7,superiortemporal_7,cortical,left
986,lh.superiortemporal_2,superiortemporal_2,cortical,left
987,lh.transversetemporal_4,transversetemporal_4,cortical,left
988,lh.transversetemporal_1,transversetemporal_1,cortical,left
989,lh.transversetemporal_3,transversetemporal_3,cortical,left
990,lh.transversetemporal_2,transversetemporal_2,cortical,left
991,lh.insula_5,insula_5,cortical,left
992,lh.insula_2,insula_2,cortical,left
993,lh.insula_16,insula_16,cortical,left
994,lh.insula_12,insula_12,cortical,left
995,lh.insula_1,insula_1,cortical,left
996,lh.insula_8,insula_8,cortical,left
997,lh.insula_14,insula_14,cortical,left
998,lh.insula_10,insula_10,cortical,left
999,lh.insula_9,insula_9,cortical,left
1000,lh.insula_13,insula_13,cortical,left
1001,lh.insula_11,insula_11,cortical,left
1002,lh.insula_6,insula_6,cortical,left
1003,lh.insula_15,insula_15,cortical,left
1004,lh.insula_4,insula_4,cortical,left
1005,lh.insula_7,insula_7,cortical,left
1006,lh.insula_3,insula_3,cortical,left
1007,lh.insula_17,insula_17,cortical,left
1008,Left-Thalamus-Proper,Left-Thalamus-Proper,subcortical,left
1009,Left-Caudate,Left-Caudate,subcortical,left
1010,Left-Putamen,Left-Putamen,subcortical,left
1011,Left-Pallidum,Left-Pallidum,subcortical,left
1012,Left-Accumbens-area,Left-Accumbens-area,subcortical,left
1013,Left-Hippocampus,Left-Hippocampus,subcortical,left
1014,Left-Amygdala,Left-Amygdala,subcortical,left
1015,Brain-Stem,Brain-Stem,subcortical,left
